	AveExpr	Coef.BasalvsLP	Coef.BasalvsML	Coef.LPvsML	t.BasalvsLP	t.BasalvsML	t.LPvsML	P.value.BasalvsLP	P.value.BasalvsML	P.value.LPvsML	Results.BasalvsLP	Results.BasalvsML	Results.LPvsML	Genes.ENTREZID	Genes.SYMBOL	Genes.TXCHROM
68275	5.42701651245542	1.37505423707996	0.736252667672797	-0.63880156940716	1.93032758670577	0	0	0.044031506514603	0.900150298050338	0.958543407759329	0	0	0	68275	Rpa1	chr11
319822	2.18682514237657	-0.053209365705565	-0.695141171331162	-0.641931805625597	0	0	0	0.999284402193756	0.901682437943052	0.933475534308407	0	0	0	319822	Smyd4	chr11
20317	4.30006246922309	2.43389884688762	4.1863764222991	1.75247757541147	2.61701670164565	5.29700077941823	1.26354642203485	0.0149243319665576	0.000324591915853273	0.120980310861129	0	1	0	20317	Serpinf1	chr11
18816	-1.22579949298755	0.463595927946663	1.25447580483782	0.790879876891158	0	0.378584076411362	0	0.813460171469944	0.361903553449439	0.632085142429259	0	0	0	18816	Serpinf2	chr11
192652	3.98153860118021	-0.67277606227696	-0.750814605297788	-0.0780385430208277	0	0	0	0.895049944760859	0.838705163580664	0.999024887349135	0	0	0	192652	Wdr81	chr11
100042498	5.1103056327716	-1.08354694515824	-0.728301302876252	0.355245642281987	-0.298672736746761	0	0	0.38626394820059	0.820634065674117	0.981555388673281	0	0	0	100042498	Mir22hg	chr11
380712	2.12726459554332	0.962519300159945	0.315578987975314	-0.646940312184631	0	0	0	0.570016841230597	0.996685865846597	0.941364481467103	0	0	0	380712	Tlcd2	chr11
192159	8.70777215023245	0.0805545094970341	0.0597643493409521	-0.020790160156082	0	0	0	0.999986926867622	0.999990274167045	0.999998401259392	0	0	0	192159	Prpf8	chr11
280408	0.142259914880567	-1.19316223434778	0.430690363944035	1.62385259829181	-0.513131496256672	0	1.61568900520064	0.310728158566216	0.900789380570918	0.0716312535870379	0	0	0	280408	Rilp	chr11
380713	0.401338213731648	-0.988536055003181	0.290949482813966	1.27948553781715	0	0	0.730898603137875	0.511912953953545	0.947767751611628	0.242538821533191	0	0	0	380713	Scarf1	chr11
215113	5.09544617003625	-2.61835028132279	-0.54877002973738	2.06958025158541	-5.78173803584048	0	4.02907808740024	0.000174988943496108	0.923220350259072	0.00172828003367168	-1	0	0	215113	Slc43a2	chr11
18738	7.47890151727459	-0.654623350300666	-0.147411957986125	0.507211392314541	0	0	0	0.983005360939734	0.99991070549035	0.997943535980873	0	0	0	18738	Pitpna	chr11
19062	5.83468107087522	-0.880966908792138	-0.5202904973002	0.360676411491938	0	0	0	0.823404100233743	0.998086765907831	0.999791828142405	0	0	0	19062	Inpp5k	chr11
17913	7.58883721837573	-0.21986652678024	-0.345117396028298	-0.125250869248058	0	0	0	0.999886237454169	0.999601486889606	0.9999745726621	0	0	0	17913	Myo1c	chr11
12928	7.86454205071826	-0.0561870501878481	0.343661563233708	0.399848613421556	0	0	0	0.999703503994	0.995432137674945	0.995381792124913	0	0	0	12928	Crk	chr11
22627	9.16975695665968	-0.149708876991957	-0.180193773609913	-0.0304848966179563	0	0	0	0.999916695020754	0.999882539423184	0.999992814101259	0	0	0	22627	Ywhae	chr11
13447	2.63205828852535	-1.99746946071568	-0.697791481715069	1.29967797900061	-3.07693713361405	0	0.996870127381537	0.00719753828789614	0.80169888516118	0.173407883971216	-1	0	0	13447	Doc2b	chr11
380714	2.47839129397742	-0.258668021722336	0.322396847799348	0.581064869521684	0	0	0	0.996939841083149	0.994574217012085	0.964094461907923	0	0	0	380714	Rph3al	chr11
74230	-1.43815420243087	1.70951138091127	1.28331956739571	-0.42619181351556	1.71905190656232	0.731686378784282	0	0.0611975224889499	0.242321632260232	0.900174382308621	0	0	0	74230	Liat1	chr11
76566	6.06078556149027	2.01909472070889	3.45199185747969	1.4328971367708	3.6445123430224	8.51269179052558	1.6208030620053	0.0030318424995079	1.06546415636464e-05	0.071028337473851	1	1	0	76566	Rflnb	chr11
68299	5.98904284053553	-1.52200370941248	-1.55951507700264	-0.037511367590163	-4.22685262957	-4.52631022276781	0	0.00130432998065449	0.000861805882935401	0.999994890128711	-1	-1	0	68299	Vps53	chr11
116972	2.62750707276687	-0.542481244582903	-1.45334429076906	-0.910863046186162	0	-2.71974147716188	0	0.984347493548545	0.0125980527270893	0.703720207053697	0	0	0	116972	Tlcd3a	chr11
276919	3.94761503603791	1.76017659707173	1.33458235209527	-0.425594244976455	2.63358642216833	1.21723614252973	0	0.0144443473612835	0.128368502772574	0.961147716036652	0	0	0	276919	Gemin4	chr11
13168	-1.69755013979427	-0.187846900657343	-0.498149386829002	-0.310302486171659	0	0	0	0.958940095165887	0.860435609565877	0.932475458556136	0	0	0	13168	Dbil5	chr11
67201	6.15487918090279	-0.173981433989027	-0.601445409541384	-0.427463975552357	0	0	0	0.99991644927344	0.992735297400487	0.999331959461744	0	0	0	67201	Glod4	chr11
67390	2.64364304968139	1.12764785201132	1.14279214654342	0.0151442945320994	0.769198280309347	0.882506063723926	0	0.231463244446785	0.201067633766746	0.999969240394788	0	0	0	67390	Mrm3	chr11
18230	5.83230615854846	2.14977165680326	2.24823773644009	0.0984660796368306	5.76365695867847	6.28853727362813	0	0.000178451370218157	9.74260779008976e-05	0.999575061113157	1	1	0	18230	Nxn	chr11
56322	4.25518672948715	-0.0597871718772449	-0.314671966659334	-0.254884794782089	0	0	0	0.999649657303227	0.996508558650936	0.998121383848019	0	0	0	56322	Timm22	chr11
109934	5.89242332522284	0.955620364204615	0.438964364356504	-0.516655999848111	0	0	0	0.649965971568157	0.999600109008181	0.999255968897544	0	0	0	109934	Abr	chr11
53334	5.6597068715816	-0.374158708019293	-0.681934783409257	-0.307776075389963	0	0	0	0.999529070189827	0.983481455809724	0.999846032154996	0	0	0	53334	Gosr1	chr11
12874	7.91969702516022	1.01813939748044	0.665541565069695	-0.352597832410749	0.156940258917046	0	0	0.439505818753335	0.990110416410333	0.999890068289629	0	0	0	12874	Cpd	chr11
66601	-2.26789715986149	3.32719815737321	3.45902787278388	0.131829715410674	3.77796087288046	4.18103218071613	0	0.00253150841093503	0.00141648880013884	0.949475090570551	1	1	0	66601	Tmigd1	chr11
104184	5.91522014730943	0.644555428637527	0.715915260544025	0.0713598319064985	0	0	0	0.981883887726061	0.960313644794955	0.999968591080541	0	0	0	104184	Blmh	chr11
15567	-2.12906054163207	1.97134661612485	1.01284234110939	-0.958504275015458	1.58368830347979	0.0227493480241982	0	0.0756893037353879	0.494600598804191	0.532163956602879	0	0	0	15567	Slc6a4	chr11
237859	4.34725179192403	-0.237527723158879	-0.123624242003326	0.113903481155553	0	0	0	0.984559241598043	0.993609031153177	0.995013056458519	0	0	0	237859	Nsrp1	chr11
319634	-0.870339290250375	-0.878648083515685	-0.521361015466976	0.357287068048709	0	0	0	0.601721849122769	0.839880978251438	0.917521519721825	0	0	0	319634	Efcab5	chr11
237860	4.99925430095403	-0.594186850061912	-0.839859601386227	-0.245672751324315	0	0	0	0.994384036085443	0.884902940625449	0.999919844562114	0	0	0	237860	Ssh2	chr11
216961	1.46255161936329	0.811282887385788	-0.687800678761938	-1.49908356614773	0	0	-1.55902895373325	0.702883025761018	0.831346394208358	0.077990984513199	0	0	0	216961	Coro6	chr11
268445	5.62823569387883	0.553119612349486	-0.0232656705224983	-0.576385282871985	0	0	0	0.996706046033985	0.9999948998467	0.99684746740042	0	0	0	268445	Ankrd13b	chr11
70057	-1.87162889113795	0.287065887761909	-1.25913116213935	-1.54619704990126	0	-0.61594386552589	-1.2799093066392	0.930801144956763	0.277441395544919	0.117594351345154	0	0	0	70057	2210008F06Rik	NA
216963	6.49728881637417	-0.39784297722215	-0.223169851920539	0.174673125301611	0	0	0	0.999421807327644	0.999898032273691	0.999961867597656	0	0	0	216963	Git1	chr11
216964	3.33319628445474	0.384517528485022	-0.172661316275062	-0.557178844760084	0	0	0	0.996555584428748	0.999606283552005	0.986268450923947	0	0	0	216964	Trp53i13	chr11
67477	0.235182663119258	0.198683711418488	-1.51175985399161	-1.71044356541009	0	-1.11331415775372	-1.49520396365944	0.94398442951134	0.148515728115199	0.0859777918847546	0	0	0	67477	Abhd15	chr11
216965	7.71571516999047	-0.65225440345935	-0.305096309536659	0.34715809392269	0	0	0	0.905576514436576	0.99016426576962	0.990658382106289	0	0	0	216965	Taok1	chr11
68564	7.7242538098637	-0.195363933558713	0.49161588610684	0.686979819665553	0	0	0	0.999564298356378	0.993729961730631	0.967417849831845	0	0	0	68564	Nufip2	chr11
360013	8.17689737871726	-0.282400304377038	-0.479364023043983	-0.196963718666945	0	0	0	0.99963329012283	0.997277736513013	0.999902133998431	0	0	0	360013	Myo18a	chr11
791303	-1.97622208169325	-3.17679940546753	-2.50010559429943	0.676693811168099	-5.1463223958739	-3.51612364234014	0	0.000384320197329527	0.00368592729274175	0.812093957591656	-1	-1	0	791303	Gm10277	NA
19193	-0.400874032690751	0.656295828257124	0.846270439135822	0.189974610878698	0	0	0	0.837623856043221	0.674041650601688	0.983461254204921	0	0	0	19193	Pipox	chr11
268448	5.73065440084194	0.423656869605463	0.157166578551495	-0.266490291053968	0	0	0	0.998645477975463	0.999902846229673	0.999807810475222	0	0	0	268448	Phf12	chr11
100504178	-0.890873053210793	2.37575913615817	2.33211424748819	-0.0436448886699803	3.98195904899997	4.01155439507347	0	0.00185204864187903	0.00177429161010489	0.995262145640897	1	1	0	100504178	Dhrs13os	chr11
70451	2.06203238580146	1.09926049802292	0.68823771211967	-0.411022785903251	0.499947750593196	0	0	0.314996174842348	0.932424020392407	0.991646520464513	0	0	0	70451	Dhrs13	chr11
14252	6.63870341688218	-0.0727444114790377	-0.199778019691993	-0.127033608212956	0	0	0	0.99998411728278	0.999932599068755	0.999981361148407	0	0	0	14252	Flot2	chr11
57837	3.91566218212381	-0.526340175501869	-0.538926658969262	-0.012586483467393	0	0	0	0.996447162761215	0.996210926964251	0.999996586168009	0	0	0	57837	Eral1	chr11
216971	4.29128067692613	-0.411933212731269	-0.559146264728068	-0.147213051996799	0	0	0	0.993688029799345	0.979509472890001	0.999514761703126	0	0	0	216971	Fam222b	chr11
22032	6.07490499852698	-0.340448551942071	-0.178214922881597	0.162233629060474	0	0	0	0.997497646299226	0.999375855178307	0.999642940111571	0	0	0	22032	Traf4	chr11
140859	3.2506651057575	0.861449828583569	-0.18303518852948	-1.04448501711305	0	0	-0.252290022438189	0.763904819712195	0.999479975648217	0.403451820848155	0	0	0	140859	Nek8	chr11
68385	2.87369561866186	-0.919036915409698	-0.729409648134719	0.189627267274979	0	0	0	0.670237420605535	0.919232367696003	0.99951748386012	0	0	0	68385	Tlcd1	chr11
268449	2.23365498914361	-0.457940463287914	0.0305661287703112	0.488506592058225	0	0	0	0.993708822588559	0.999926212688394	0.992587428271574	0	0	0	268449	Rpl23a	chr11
100529076	-1.67674870274294	-0.0550185353324184	-0.29504350404411	-0.240024968711692	0	0	0	0.99056660044008	0.945635061440707	0.959251813175062	0	0	0	100529076	Snord42a	chr11
100216539	-0.87156860145812	-0.597214954563769	-0.0629992677719993	0.53421568679177	0	0	0	0.861469268756476	0.993987452750541	0.898525231669787	0	0	0	100216539	Snord4a	chr11
100529077	-0.539695300263104	-0.616676962108268	0.369956469748409	0.986633431856677	0	0	0	0.84002715359489	0.935340624496292	0.514483292674823	0	0	0	100529077	Snord42b	chr11
19376	4.7499350698323	0.705163243762709	1.02113239029453	0.31596914653182	0	0.141256425682363	0	0.958694433895184	0.445504259322743	0.999308322225158	0	0	0	19376	Rab34	chr11
216974	1.50781075793872	-0.846006842608199	-0.467547092801894	0.378459749806305	0	0	0	0.71853864193673	0.96461310964049	0.983912424577377	0	0	0	216974	Proca1	chr11
20926	8.27650472010305	-0.623967671296781	-0.309362663509069	0.314605007787712	0	0	0	0.986015398378317	0.999462667964499	0.999663333972429	0	0	0	20926	Supt6	chr11
20316	5.86993373946905	-0.518712616233578	-0.948567820970426	-0.429855204736849	0	0	0	0.999120322631618	0.679301432070483	0.999810954164733	0	0	0	20316	Sdf2	chr11
72503	8.38730626553858	-0.546996136479488	-0.597181231361131	-0.0501850948816429	0	0	0	0.997831724505619	0.995766327608506	0.999995382846026	0	0	0	72503	Bltp2	chr11
216976	-2.05342947485642	-0.61594744237504	-0.907242613112028	-0.291295170736988	0	0	0	0.766300586698391	0.573833236239419	0.924508698201203	0	0	0	216976	Rskr	chr11
54141	3.76455242226126	2.08648717416513	2.06177874741573	-0.0247084267494033	5.82083388051417	5.83423818732359	0	0.000166755590153843	0.000164134941158716	0.999891228950801	1	1	0	54141	Spag5	chr11
11676	6.53713102443018	-5.11407709770332	-3.70976680364522	1.4043102940581	-19.2549778106004	-12.835989377905	2.13338432102334	1.64292321198158e-08	4.30196653561707e-07	0.0319721036200226	-1	-1	0	11676	Aldoc	chr11
276846	5.13213119090835	0.779468776596614	-0.126746099034109	-0.906214875630723	0	0	0	0.912311430618264	0.999895249624188	0.73797602897544	0	0	0	276846	Pigs	chr11
22248	3.82730429080662	0.655302578722234	0.592065456396372	-0.0632371223258619	0	0	0	0.91815002317971	0.950131532593413	0.999288004788285	0	0	0	22248	Unc119	chr11
15218	-2.90255757557845	-3.41287505948597	-4.01124737751263	-0.598372318026661	-3.17495764657953	-4.07467525933118	0	0.00634800343685628	0.00167507856952663	0.76210913648553	-1	-1	0	15218	Foxn1	chr11
790911	-1.52824884464084	-5.18450263631054	-2.98738526110685	2.19711737520369	-7.77584952251481	-3.54881461172343	2.94308823036924	2.18853079882459e-05	0.00353590180903274	0.00888181985095401	-1	-1	0	790911	Slc13a2os	chr11
20500	1.2519457476473	-7.37444609383563	-5.1131087717278	2.26133732210784	-10.4334762004514	-6.62489818626057	3.58293048085649	2.44871041579887e-06	7.07054760475951e-05	0.00332729203500386	-1	-1	0	20500	Slc13a2	chr11
52466	2.87683522240572	-0.767615680499729	6.32649201208757e-05	0.76767894541985	0	0	0	0.780256528185972	0.999997118262438	0.785391623352849	0	0	0	52466	Slc46a1	chr11
237868	-1.06372498774191	3.14789950285	4.13228922464513	0.984389721795127	4.2035743408639	5.53244107638682	0	0.00136288097798374	0.000242093152895631	0.515226511525181	1	1	0	237868	Sarm1	chr11
22370	-1.24076304742309	2.05589972276699	1.53608968219465	-0.519810040572337	1.13060518179551	0.601691700325615	0	0.150106804550296	0.291973663336574	0.760099744271032	0	0	0	22370	Vtn	chr11
195040	2.9517836926083	0.493769163833554	-0.366364329905513	-0.860133493739067	0	0	0	0.972976583153769	0.992173130447279	0.733087389560329	0	0	0	195040	Tmem199	chr11
67811	5.55456297245527	-0.173327695952863	-0.147015224596585	0.0263124713562783	0	0	0	0.999714497032713	0.999784724521473	0.999978784654041	0	0	0	67811	Poldip2	chr11
21927	6.76564795248754	-0.266428028896271	-0.0483114422819257	0.218116586614346	0	0	0	0.999812693395985	0.999984517844138	0.999930048826153	0	0	0	21927	Tnfaip1	chr11
55978	4.76282459411735	0.49517804668444	0.355519802174965	-0.139658244509476	0	0	0	0.997840894244689	0.9995635522558	0.999954531871297	0	0	0	55978	Ift20	chr11
69071	3.41217193935582	1.36757385266031	0.498051514455006	-0.869522338205301	1.44353630723876	0	0	0.0926201982457044	0.96896297496086	0.692973754736625	0	0	0	69071	Tmem97	chr11
18099	4.20797730025035	-0.141259678335905	-0.906731628406269	-0.765471950070364	0	0	0	0.999875009105611	0.741348875597204	0.940912704760979	0	0	0	18099	Nlk	chr11
69109	2.4665067720828	-0.13261671296347	-0.760538438602655	-0.627921725639185	0	0	0	0.999232404697857	0.886723066669137	0.963699043699256	0	0	0	69109	Ccnq	chr11
66274	1.83357236074225	-3.79253306789964	-3.65564323407217	0.136889833827468	-11.2815534780727	-10.7650539669003	0	1.20337175617506e-06	1.73788807542135e-06	0.999489869335744	-1	-1	0	66274	Lyrm9	chr11
18126	-0.0139422338702628	-2.90144136137317	-3.0501625627057	-0.148721201332535	-4.20913192156698	-4.58922185362494	0	0.00134671567481716	0.000797793559175137	0.983375749759497	-1	-1	0	18126	Nos2	chr11
16859	5.54141803070878	1.53893171487243	0.665132427597152	-0.87379928727528	3.33390428590078	0	0	0.00484027480275291	0.968309238250848	0.784193785379612	1	0	0	16859	Lgals9	chr11
16706	4.58113446764521	1.3087042662002	2.87030558377268	1.56160131757248	1.06155062653013	5.9462478284792	1.83744025966155	0.159070308564732	0.000144518399334677	0.0509134080348557	0	1	0	16706	Ksr1	chr11
790910	-1.60475969035398	1.90695190335636	3.34644903631386	1.4394971329575	1.78551104388256	4.15106397823243	0.747232367375469	0.0553589292289931	0.00147424310131257	0.239152462695911	0	1	0	790910	Gm11201	chr11
78889	8.62913956334745	0.475316397761196	1.0923231890216	0.617006791260401	0	0.585127739453986	0	0.995007087547156	0.286946826680528	0.986842117037026	0	0	0	78889	Wsb1	chr11
18015	7.31049632039023	0.152296685039363	0.114873802098244	-0.0374228829411187	0	0	0	0.999888880702297	0.999923582874491	0.999988168987418	0	0	0	18015	Nf1	chr11
14017	-2.18170062740801	-0.176812204325585	0.480531877304627	0.657344081630212	0	0	0	0.949801073414746	0.831627281193881	0.742216605379052	0	0	0	14017	Evi2a	chr11
319377	0.994689401230465	-0.707274426527469	-0.0365303201493249	0.670744106378144	0	0	0	0.753873133502972	0.994159122951132	0.787397524533771	0	0	0	319377	D130012P04Rik	NA
268451	4.34601534257115	-1.71961554799081	-1.90332584084652	-0.183710292855703	-3.69764822775751	-4.69225422873654	0	0.00280056285739364	0.000688977410348804	0.999387353578993	-1	-1	0	268451	Rab11fip4	chr11
100038730	-0.102559149478816	0.492353236142321	1.45398822858962	0.9616349924473	0	0.964335520775619	0	0.862197082563843	0.181303742814938	0.532913399687453	0	0	0	100038730	Gm10387	NA
216987	5.667908945069	-0.155088354408131	-0.0398269424131454	0.115261411994985	0	0	0	0.999952254277172	0.99999088259554	0.999979676069334	0	0	0	216987	Utp6	chr11
52615	6.40838361076304	-0.133325101950811	0.114792439847106	0.248117541797916	0	0	0	0.999626136519013	0.999691763335257	0.999324180788373	0	0	0	52615	Suz12	chr11
54394	3.30910767882335	0.83397952969949	0.802923133850094	-0.0310563958493959	0	0	0	0.797786510639964	0.842566384998818	0.999868944992176	0	0	0	54394	Crlf3	chr11
237877	3.10059285039324	0.725684759103229	0.601972923440091	-0.123711835663138	0	0	0	0.945452087531992	0.986619254804696	0.999854181810047	0	0	0	237877	Atad5	chr11
68550	1.79622328707534	-0.138527675695533	-0.520434529778664	-0.381906854083131	0	0	0	0.99888825948531	0.980324835746049	0.99401571158805	0	0	0	68550	Tefm	chr11
216991	-0.887541718947963	-0.770946544806703	-0.684255684792805	0.0866908600138974	0	0	0	0.682887863630037	0.744728485730118	0.983710516465511	0	0	0	216991	Adap2	chr11
71956	1.49377987507305	-0.733847032933582	-1.30075162995044	-0.566904597016858	0	-1.1862313234518	0	0.828837913943094	0.134059944370042	0.946778047649259	0	0	0	71956	Rnf135	chr11
59040	5.67303593444202	0.0367962584095869	0.144460406890884	0.107664148481297	0	0	0	0.999996124550333	0.999980900273265	0.999991579609544	0	0	0	59040	Rhot1	chr11
246104	3.34756467281549	3.31829331921384	3.58935329233012	0.271059973116278	10.4790744906632	11.7898532941691	0	2.13787748479235e-06	8.46141582179388e-07	0.993229630455978	1	1	0	246104	Rhbdl3	chr11
70591	3.57228256543471	0.0156600053965104	-0.0877062775686412	-0.103366282965152	0	0	0	0.999970502411174	0.999848152029914	0.999831998720169	0	0	0	70591	5730455P16Rik	chr11
22680	6.90127215176818	0.156259786813233	0.144991053264851	-0.0112687335483814	0	0	0	0.999943133323137	0.999948602397076	0.999998283324741	0	0	0	22680	Zfp207	chr11
